sentiment,content
boredom,i cant feel myself my heart is so aching and the boredom i should say is digging deeper inch by inch
boredom,@vmlemon i dont like #kde since ver. 4.0 its like vista  #fail
boredom,J Ross you can't leave the killers still singing and run the titles - you should have been edited out for more music - happy - not
boredom,"Finishing the video. Fuck me, it's so long"
boredom,@edie22 What's wrong with Dr.Phil? I shamefully loved his show when I was able to watch it.
boredom,HEY YOU' ALL SUCK;its anybody on there :s im so bored common answear me
boredom,"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes"
boredom,i am still bored but im starting to think it might not be just work or more likely that the boredom my mind is in during work hours has created a habit of mental state and i feel dissatisfied generally
boredom,Again documentation day
boredom,"ya know why today sucks? its been raining, we have no $, &amp; no possibility of a magic friday.  so whats goin down tonight?"
boredom,Just started feeling bad again  ugh. I hate it when I don't feel good!!
boredom,i feel so cooped up amp annoyed at the monotony of my every day life but i feel like there is no way to change the direction that i have chosen
boredom,Dead stopped in the express lane. This would happen when I choose to take it. No way out now. Ugh. Hopefully this gets moving
boredom,i need to feel productive cruising sounds tiresome in its monotony
boredom,"Last Chemistry lesson for this school year!  On a brighter note, my birthday will be sandwiched between two days in chemistry lab!"
boredom,Time to get off the puter. Nite all.
boredom,I have to give up my beloved Red Sox tickets!! Argh! Meeting was just scheduled in CA...
boredom,i wish i didnt feel so doomed to boredom and loneliness
boredom,i am relieved but now burden with the thing called boredom which is in a sense odd seeing that i do not have a heart thus should not be able to feel petty things like that
boredom,I'm my mom's company picnic at a Lake Elsinore Storm game. Oh the things we do to please moms
boredom,i still feel a dull monotony of life working on that day and night
boredom,i feel insincere like a fake like that any moment the student will be able to see through the veil of politeness i wear over my extreme boredom
boredom,i get it out for a sniff when i feel jaded by my surroundings on the move or when i m momentarily struck by boredom at home
boredom,i feel is listless boredom
boredom,im again feeling like ive been tortured by boredom i shall write some crap
boredom,i was writing and feeling frustrated experiencing a lot of tedium in the process when i remembered to write down what i was actually thinking rather than what i thought i should be writing about and thinking about
boredom,@gillianre i can barely walk- they're twice the usual size  @ least its now&amp; not in NY ;) ive requested my song;) u retquestin owt 2nite?X
boredom,i can feel rest assured that a hospital is just a walking distance away in case i fail to kill myself due to boredom
boredom,i indulge that boredom by browsing the internet or doing insane things that just pass the time but leave me feeling disappointed that i didnt accomplish anything
boredom,Nothing relaxing on a Saturday night!
boredom,Nothing to do. Just sitting here. I can see Mrs. P and her husband
boredom,i had a feeling that everythings got a lot boring but ive found ways to tackle the boredom by interactive methods most important being practicality
boredom,(@Pina) i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning
boredom,@savingtime buuuut its so annoying!!  okay *breathes* x.
boredom,ugh lost the remote  gotta actually move to change channel wtf #twat
boredom,Cleaning the House! Im so boring..
boredom,marriage crises boredom
boredom,i am someone who needs to be challenged and stimulated otherwise i quickly become bored and the boredom soon moves into overthinking which then leads to feeling low if im not careful
boredom,should probably do some house work  for my mummy think id better. would cook dinner but im a shit cook lol xx
boredom,TGIF... Hubby dragged me out to buy car parts. I am tired n cranky
boredom,is stuck in traffic
boredom,i still think we need to talk about feelings and depression and boredom and withdrawl from people symptoms that my mom is exhibiting but then again maybe i will just ask her directly how she is feeling and not shy away from telling her what i am observing or worried about
boredom,@astrylnaut yeah talking to you was too boring
boredom,@starstruckfeie  i have no one to watch it with! ma peeps  are actually focused on their finals already!
boredom,@BOPandTigerBeat i love those boys. i missed the chat yesterday  it was the firts &amp; only one i'll miss though! &lt;333 Nick Jonas &lt;3333
boredom,@GregInsco thats another sponsor
boredom,"Ditto that, my friend...BORED! Oops, now I have an exciting problem"
boredom,@spidermonkeyloo Were you going to come? The venue said that they couldn't afford to open so cancelled it. I wish we were there now!
boredom,i was feeling exhausted and shear boredom to do anything else i would commonly flip on the tv internet or radio sit back in the chair and veg for a good hour or so
boredom,i'm so tired  of being sick ALL the time!!!!
boredom,i think i associate not having the coffee with a feeling of boredom or of things being dull and uneventful
boredom,ive realized the adult is actually more annoying than the child the kid is usually motivated through boredom and feels they are being tortured
boredom,i too feel this even now this longing to read read read despite my boredom of it just to say i have done this
boredom,Have I mentioned this bus was sloooow? on it for about one hour now
boredom,ive realized the adult is actually more annoying than the child the kid is usually motivated through boredom and feels they are being tortured
boredom,i feel like i am going at a snail pace everything has slowed around me and the discomfort and boredom of the boring straight canal has started to play on my mind
boredom,aw now where's that little asian girl who runs round pooping her pants in public? i miss laughing at her.
boredom,ive realized the adult is actually more annoying than the child the kid is usually motivated through boredom and feels they are being tortured
boredom,reeeejuvinated  and bored as hell.
boredom,i feel its important to continue the engagement in the summer or maybe its simply out of sheer boredom but this summer cruz and i have started school
boredom,Not actually managed to purchase anything from the ovi store yet. Constant server error on check out
boredom,Going crazy  super head ach from hell and my the in laws have ben here since 9 this morning. ahhhh
boredom,"@lmacken I'm stuck in a try-to-merge-two-tools CSS hell, so no help from frameworks  Unless both tools had already used the same framework"
boredom,it's realy boo0o0o0o00oring ..my book is on the side &amp; i'm not studyin for sure...
boredom,at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes
boredom,"longest flight EVER. not particularly unpleasant or uncomfortable, just really really long"
boredom,im again feeling like ive been tortured by boredom i shall write some crap
boredom,i need to do for work tomorrow feeling burdened by the tedium of the mundane world wishing for something or someone to appear and have a conversation with me about magick tarot wands spells meditation etc
boredom,i feel when i m out there for a super long run loneliness boredom goofiness super mood swings peace focus confidence the list goes on and for every runner it is different
boredom,Its seriously quiet and lonely here without Bunny
boredom,fo shizzle. . . i'm bored and wanna go do something.  wish i went to pisay today. oh wellz. wonder who were there.
boredom,i am someone who needs to be challenged and stimulated otherwise i quickly become bored and the boredom soon moves into overthinking which then leads to feeling low if im not careful
boredom,"don't know what to do today.  amazing weather and i'm sitting here, great."
boredom,i am bored a lot but i also feel like my boredom is a valuable asset
boredom,waiting to go to the movies later for my 6th month. booored.
boredom,i was forever trapped in a monotonous cycle of work and abuse both potentially occurring simultaneously if limpdick was feeling particularly savage that day despite having nothing in my life keeping me tethered to such monotony
boredom,i speak of is your overwhelming feeling of boredom though i am uncertain that that darkness have ever left you
boredom,i had a feeling that everythings got a lot boring but ive found ways to tackle the boredom by interactive methods most important being practicality
boredom,i feel so cooped up amp annoyed at the monotony of my every day life but i feel like there is no way to change the direction that i have chosen
boredom,this weekends abouttttto SUCK
boredom,is tired. 04:30 alarm setting will do that  Off to bed as soon as my bloody iPhone Backup and Sync finishes.
boredom,i guess my boredom also stemmed from feeling dissatisfied
boredom,i was influenced by some friends and the boredom i somerimes feel for not being so creative lately
boredom,@hughsbeautiful beast I have had enough
boredom,i was starting to feel anxious and trapped as i have been in a car for too much time over the past three months so i decided to break up the monotony by playing golf
boredom,i am bored a lot but i also feel like my boredom is a valuable asset
boredom,i'm so tired
boredom,"is boiling in the office, air con any1 ?"
boredom,@thebirdmachine: About 1pm.  Squeaking?! Hell squeaking?! D:
boredom,i like a challenge when i feel like i m doing something productive or working towards an achievement i do not like a challenge when it s a battle between staying focused and positive or all too easily plummeting into boredom frustration and uselessness
boredom,i don t mind so much because it kinda breaks the monotony but i feel it s just sooo lame for the kids to be having tests all morning and then oh
boredom,i too feel this even now this longing to read read read despite my boredom of it just to say i have done this
boredom,i is not the illness of the boredom of not having anything to do but the more serious illness of feeling that it s not worthwhile doing anything
boredom,Not really feeling like my man cherishes me  wtf ! http://myloc.me/1ZLt
boredom,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes
boredom,Mikey I'm bored
boredom,Prom is so over rated!! Irritated... Going to bed goodnight
boredom,i feel like my good friend narcissism might have something to do with that well that and a spoonful of boredom
boredom,"@Julius_Beez - I'm 20% hetero-challenged, but still didn't care for &quot;Milk&quot;... I thought it was boring."
boredom,i wanted to go back to the house i had brought my laptop with me and hoped that it would solve my lonely boredom and i kept hinting that i was feeling ignored and bored but they continued their frolic through the rainy town me following in a slump
boredom,Gogol Bordello &lt; par.    Prolly not even in the top 10 of GB shows I've seen.   Perhaps some old fashioned Civilization II will help?
boredom,@PurpleFoodie yeah...I hope it turns out... 20 more minutes!
boredom,i feel was largely ignored in the material i read this am is boredom
boredom,Is still stuck in the office working!
boredom,bored out of my mind
boredom,"have to go meet tims entiiiiire family in an hour, this should be different.. finishing getting ready then wake ; feel like shit still"
boredom,I'm so tired. I don't get how I am. I sat on the lawn mower and didn't push the whole damn thing.
boredom,"I think I might have to call it a night. Getting that falling feeling, need to fall into bed. Night, night, tweople!"
boredom,is really ultra bored
boredom,@jodimariethomas hey Jodi.. what's up??ugg.. im bored.. i just made a sundae.. c u monday.. ( hahaha it rymed...) loll. cu in school
boredom,i know in the modern world people change jobs all the time for random reasons a little more money a shorter commute benefits boredom feeling generally dissatisfied or unappreciated
boredom,Spent too much today!!! Tube journeys always take soo long. Braces on thursdayyy
boredom,my brother left me for the day now I am here by myself
boredom,"Just got home from the bank, the teller was definitely hitting on me. Not interested."
boredom,@jambomb oh that looks boring  and even more boring you have an exam on a saturday
boredom,"is really, really bored... I guess I will go to bed"
boredom,im not sure if kevin was struck with momentary insanity or absolute boredom or was feeling especially benevolent to his year old daughter but he agreed to watch high school musical even though he found high school musical excruciating to watch
boredom,sitting next to bed. cannot lay down because iPhone charging cable is too short.
boredom,@carlysmum lol takes some getting use to  Just replying to your email. Power keeps cutting out here :S
boredom,Just woke up and feels so damn lazy  time to work out damnit!
boredom,i also feel rather resigned to the monotony and broken record feeling that i get during the weekdays
boredom,I want to go to my home!!! D: I don't like stay in the work all alone
boredom,i suppose i can begin with my not eating yet i am eating overeating actually which my belt has been cruel to remind me but i feel so isolated from and doing it only out of boredom
boredom,@onamatepiya piyaaa! hi. :] im hyper &amp; im bored &amp; im online &amp; im going to find pictures for the noteboook.  still cant send messages. grr.
boredom,Listening to maylene and wondering why cant I pull off as many cool southern metal licks as them
boredom,@RaceSpeed You are so welcome!!!  Keep 'em coming!
boredom,"@shaveblog Problem is, Flash isnt GPU accelerated.  The Atom 330 can't play Youtube HD or Hulu HD fullscreen   Big deal with Plex..."
boredom,@BlueEyedGirl18 One hour and fifteen minutes.  A dreadful wait.
boredom,i glimpsed that boredom and loss of impetus can arise when feeling uncertain of your goals
boredom,i feel cold and stick and icky and all i want to do is go home and sleep but i can t because i have to be at work even though there isn t any work to do and there hasn t been all week and i m going insane from boredom
boredom,why im not sleeping  !!
boredom,I totally want some white chocolate macadamia cookies from Mrs. Fields but the mall is soooo far away. Bleh  i think I'll make my own
boredom,i feel is listless boredom
boredom,@themabster not if you have to be to work at six...
boredom,#todo Cleaning the Apartment - again - who keeps making this mess? oh yeah .. me. $10 + hug for the person to help come clean
boredom,Waiting in line @ tryst
boredom,i am going through a period where i have been there done that with my natural hair and i feel a little frustrated actually more like frustrated with boredom
boredom,im again feeling like ive been tortured by boredom i shall write some crap
boredom,i feel the blank bareness and boredom
boredom,bored fixed the internet for my dad but now im bored to death
boredom,i feel like an ugly teddy bear you took the stuffing from in boredom but maybe someone will come by and find a puppet cram a flashlight in the hole in me to say i glow or blow some other smoke up my ass
boredom,nomatter how much i sleep am still tired
boredom,Moving in the rain is not fun. Last day in the Hamptons
boredom,Tweeting from the tarmac at Cork Airport. Delayed
boredom,I feel like I have to throw up.
boredom,"oh no, i need new work shoes...i broke this one!"
boredom,i glimpsed that boredom and loss of impetus can arise when feeling uncertain of your goals
boredom,"@knayam need some more enthu movie guys for that. Right now it's just you, @karmkhanna and @_Anshul"
boredom,i feel like i am going at a snail pace everything has slowed around me and the discomfort and boredom of the boring straight canal has started to play on my mind
boredom,Man i am being boring today not tweeting  How are you guys?
boredom,bored...disgusting weather..bored..sooo bored for my last weekend here
boredom,i was feeling exhausted and shear boredom to do anything else i would commonly flip on the tv internet or radio sit back in the chair and veg for a good hour or so
boredom,i feel like i am angry all the time that i resent my family and that all i really want to do is get out of my house my minivan the monotony
boredom,i have more than enough to keep myself busy almost too much in fact but i cant help feel dissatisfied with the monotony of day to day life
boredom,just woke up day off and need to go in to work that sucks. Also have to go dentist for filling at 12 then st helens for mri scan at 2
boredom,fml. forgot alli's dance recital is tonight. now i'm stuck talking to munchkins all night instead of being at devon's bonfire. :/
boredom,"THIS TWITTER SHIT BORES ME, NOW I C Y I HAVEN'T BEEN ON HERE IN A MONTH"
boredom,BORED.  would love someone to talk to.
boredom,i feel its important to continue the engagement in the summer or maybe its simply out of sheer boredom but this summer cruz and i have started school
boredom,i sat down to watch the opening ceremony last night feeling curious but expecting boredom or disappointment
boredom,"Facebook won't load for me.  Damn it, I'm bored."
boredom,Ugh... Waiting.... Interminable...
boredom,i still think we need to talk about feelings and depression and boredom and withdrawl from people symptoms that my mom is exhibiting but then again maybe i will just ask her directly how she is feeling and not shy away from telling her what i am observing or worried about
boredom,i already start to feel the tedium of post holiday austerity and i am thrilled to find phoebe slice and crumble her way into a january meal with a shiitake dish that is a little apart from the same old same old
boredom,@ericmaglio1 i have no phone  whatchu doing tonight sucka. no dane cook she sold the tickets. lamee.
boredom,omg i realy can't sleep ughh
boredom,i already start to feel the tedium of post holiday austerity and i am thrilled to find phoebe slice and crumble her way into a january meal with a shiitake dish that is a little apart from the same old same old
boredom,1:36 AM screw it im going to bed... one love
boredom,My brother just woke me up to help him with his homework. I'm not happy
boredom,sitting at the chevy dealership in utah waiting for the van to be fixed
boredom,marriage crises boredom
boredom,Stuck on NJ Transit for the past twenty minutes. Great way to start the week
boredom,Good Morning twitters!!! I am soooo tired...I really need 2 stay off of twitter...LOL this shit is taking over my life...LOL
boredom,i was starting to feel anxious and trapped as i have been in a car for too much time over the past three months so i decided to break up the monotony by playing golf
boredom,@Candyland3 thats terrible.
boredom,i like it although the mood is mellow and just a while ago i was feeling a bit disturbed mainly because of boredom
boredom,The gigantic initial inertial to get oneself to work after a deadline
boredom,i feel like i am angry all the time that i resent my family and that all i really want to do is get out of my house my minivan the monotony
boredom,i feel i should use my boredom in a more productive manner and not just numb my brain with endless advertisements telling me what to spend my hard earned money on and horrific dumbed down tv programmes that drain my intelligence every second i mindlessly conform to watching them
boredom,i was forever trapped in a monotonous cycle of work and abuse both potentially occurring simultaneously if limpdick was feeling particularly savage that day despite having nothing in my life keeping me tethered to such monotony
boredom,im bored.. RC is goin maintenance
boredom,"@dmafiax thanks ALOT, stuck at work with it too"
boredom,@SapphireElia If its sunny go to the beach! Im stuck at home doing essays when its 20 degrees
boredom,Just got home from the BEA &amp; it was kinda boring (2 me) this year  but hung out with some GREAT authors &amp; co-workers!
boredom,i am going through a period where i have been there done that with my natural hair and i feel a little frustrated actually more like frustrated with boredom
boredom,@lovely_sara I'm sitting in the bus to dublin And listen tokio hotel-reden.And i must laugh.you know why
boredom,Eastenders is always so grim
boredom,counting the minutes until I can go home
boredom,i feel insincere like a fake like that any moment the student will be able to see through the veil of politeness i wear over my extreme boredom
boredom,"even though it's only 7am on Saturday morning, it feels like the weekend is already over. btw I'm awake because I had a bad dream.."
boredom,i like a challenge when i feel like i m doing something productive or working towards an achievement i do not like a challenge when it s a battle between staying focused and positive or all too easily plummeting into boredom frustration and uselessness
boredom,i think i associate not having the coffee with a feeling of boredom or of things being dull and uneventful
boredom,i sat down to watch the opening ceremony last night feeling curious but expecting boredom or disappointment
boredom,at home and sick    http://yfrog.com/17zw1j
boredom,I am sooooooo bored in textiles !
boredom,Sitting in the tax collectors office.    Getting ready to write a check.
boredom,got new sneaks today..can't wait to break them in..stupid rain
boredom,@Natalija been there  sucks like hell.
boredom,i cant feel myself my heart is so aching and the boredom i should say is digging deeper inch by inch
boredom,Friday tubes at work are slow..
boredom,why did i agree to work a double shift
boredom,@DanniPandemos ok .... Here 409 is a cleaning soln .... Blah.... Over and out
boredom,i mention this because it means rather than the anger this issue would have induced had i still given a crap i just feel aching boredom
boredom,i indulge that boredom by browsing the internet or doing insane things that just pass the time but leave me feeling disappointed that i didnt accomplish anything
boredom,doing my folio work but keep on getting distracted by deb pics
boredom,i feel suffocated when im part of something dull safe convention makes my brain scream in boredom
boredom,i feel like an ugly teddy bear you took the stuffing from in boredom but maybe someone will come by and find a puppet cram a flashlight in the hole in me to say i glow or blow some other smoke up my ass
boredom,@TrafficMike irregularly. And Im (half-assedly) working on an essay. by saying half-assedly I really mean not at all. Words not even open
boredom,trying to finish my ass-ignment.please god help me to finish it
boredom,i like it although the mood is mellow and just a while ago i was feeling a bit disturbed mainly because of boredom
boredom,i do not feel mournful of this for its own sake but for the sake of a desire to feel mournful as an alternative to a moment of boredom
boredom,i have been in the lounge for HOURS...and i have not been productive at all. upps time to go out
boredom,Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.
boredom,Cleaning the old apartment today. Yay...
boredom,i feel was largely ignored in the material i read this am is boredom
boredom,@DanielFielding i tried listenin to music 4 half an hour! Tried readin a really boring book-still wide awake!
boredom,i feel ignored i feel this boredom like a little sword straight to my chest straight to my chest to my chest to my chest straight to my chest straight to my chest to my chest to my chest straight to my chest straight to my
boredom,i feel like my good friend narcissism might have something to do with that well that and a spoonful of boredom
boredom,Im bored   -musiic[BOX]
boredom,"@random_nexus he has to have a new suitcase, but he is just so bloody indecicive, everytime he wants to buy something it takes HOURS"
boredom,i feel vain when i do a ton of self portraits too but theyre usually out of boredom
boredom,tired as fuck. it's pissing down with rain. i miss summer
boredom,today was boring...harry potter ftw
boredom,I need to go ouuut. I'm so bored.
boredom,@lilaznangel16 im looking forward to just getting past this chapter!so annoyin when i have so much that i wanna do and i cant get to it
boredom,i was writing and feeling frustrated experiencing a lot of tedium in the process when i remembered to write down what i was actually thinking rather than what i thought i should be writing about and thinking about
boredom,i feel ignored i feel this boredom like a little sword straight to my chest straight to my chest to my chest to my chest straight to my chest straight to my chest to my chest to my chest straight to my chest straight to my
boredom,i is not the illness of the boredom of not having anything to do but the more serious illness of feeling that it s not worthwhile doing anything
boredom,@aussiecynic Watching you work is exhausing. Just thinking about it is making  me sleepy
boredom,"@thefunkyfairy hiya, hows your week been?? just tried to DM you but your not following!  x"
boredom,I'm SUPER tired and probably could sleep ALL day BUT I work 12:30 to 9:30 today in Tool Rental... Oh the Joy!!
boredom,"At every gas station, I look for postcards for @Zomuu22  No luck."
boredom,Ok super bored... guess no one else it
boredom,i want that chance to feel shaken out of the dull tedium of daily living
boredom,"Very bored. All day, no one 2 talk 2. Missing my BF (and his kisses). Hols almost over,  don't wanna go back 2 skool."
boredom,@solobasssteve I'm with you there - filing is so much less fun than sorting cos you still have to look at it &amp; hunt down details
boredom,On a 10min brake. At wrrkk ... its 11:06 and its over at. 11:16
boredom,"bored , cleanin the house"
boredom,"@heatedskates That may be, I still don't like hearing his name so much.   #blackhawks #canucks"
boredom,i need to do for work tomorrow feeling burdened by the tedium of the mundane world wishing for something or someone to appear and have a conversation with me about magick tarot wands spells meditation etc
boredom,i wish i didnt feel so doomed to boredom and loneliness
boredom,i can feel rest assured that a hospital is just a walking distance away in case i fail to kill myself due to boredom
boredom,i feel suffocated when im part of something dull safe convention makes my brain scream in boredom
boredom,i also feel rather resigned to the monotony and broken record feeling that i get during the weekdays
boredom,i am relieved but now burden with the thing called boredom which is in a sense odd seeing that i do not have a heart thus should not be able to feel petty things like that
boredom,i don't know what to do... time is going by so fast.
boredom,i guess my boredom also stemmed from feeling dissatisfied
boredom,Waiting for the dang pizza to cook. It's almost 9 and we still have not eaten wifey fail. Did I mention I feel like crap
boredom,i have more than enough to keep myself busy almost too much in fact but i cant help feel dissatisfied with the monotony of day to day life
boredom,i feel cold and stick and icky and all i want to do is go home and sleep but i can t because i have to be at work even though there isn t any work to do and there hasn t been all week and i m going insane from boredom
boredom,1-Pendulum = awesome! 2-Goodbyes suck  3-Shut up plz. 4-Toy Story 3!!  5-JB 3D MOVIE 2MORO! 6-I'm tired. 7-Aaaand I'm out.
boredom,@grooveybianca12 nah jkin he's hot! so... bored now
boredom,i still feel a dull monotony of life working on that day and night
boredom,i am still bored but im starting to think it might not be just work or more likely that the boredom my mind is in during work hours has created a habit of mental state and i feel dissatisfied generally
boredom,Youtube isn't working...and I wanted to watch Britains Got Talent.  I'm debating about having a pity party.
boredom,Watching mens volleyball on TV.  For some reason its not as good as womens beach volleyball.  Cant quite place why
boredom,Feeling nauseous and can't sleep.
boredom,"@rhixz16 nothing much, juss really bored! hbu?"
boredom,"my neighbours are far too loud in thier back garden, all I can hear is this loud woman that won't stop laughing"
boredom,i suppose i can begin with my not eating yet i am eating overeating actually which my belt has been cruel to remind me but i feel so isolated from and doing it only out of boredom
boredom,i feel when i m out there for a super long run loneliness boredom goofiness super mood swings peace focus confidence the list goes on and for every runner it is different
boredom,Can't believe how gorgeous the weather has been today &amp; I've had to spend it at work!
boredom,bored. tired got headache
boredom,"just finished some Sunday cleaning, waiting to read the next chapter of Kiyosaki's book so i can hit a cleaner"
boredom,"Wow, kinda bothered that Jon is doing deposits now.  Apparently he keeps getting fucked out of times, but deposits are SO hard for me"
boredom,@KatherineLunt Really bored tonight though  Your book I think (Y) xxxxx
boredom,i have a very low boredom threshold and i like to feel that i can escape from tedium any time i feel like it by a clever tactical retreat involving my car or public transport
boredom,i honestly just feel too awful to work but i really need to start saving money and i know ill go crazy with boredom
boredom,Ahhhhh processing shipment  sooooooo much!!!!!
boredom,@xx_Megan_xx Same! Like the kisses on nights when she wasnt up for eviction! They were very badly edited
boredom,im again feeling like ive been tortured by boredom i shall write some crap
boredom,"i dislike math, but math HATES me"
boredom,@LostinSweden too bad I don't drink  But Kentucky is cool tho.All my friends lived in Cincy and I was driving across existance every wknd.
boredom,jus sittin in da libray and this stupid computer wont let me order any mac foundation
boredom,"Not gonna lie, i'm going to miss high school lunches. A lot. Damn."
boredom,i think that studying has really started taking its toll..
disappointed,oh i didnt include the update frowningface
disappointed,i have this feeling when i meet fake people
disappointed,i ended the day feeling morose and more than ready to head east to work on the old house at round hill
disappointed,i think my anxiety ha just been out of control today and it making me crazy disappointedface
disappointed,i wanted to enjoy what i had been craving since even before i started my contest prep week ago and not feel regretful of a calorie overload a soon a i had finished it no matter how good it tasted
disappointed,i cant feel gloomy anymore
disappointed,i wont be able to watch
disappointed,at least hopekook ha our back disappointedface
disappointed,i wish i could at least take a nap frowningface
disappointed,i feel more regretful bout this co i love extreme
disappointed,i had not thought of people are getting all upset over the hpv vaccine because hpv is sexually transmitted and they feel that giving this vaccine to child is promoting unprotected sex
disappointed,i do not appreciate the enemy attempt to make me feel worthless and washed up neither do i just want to go back to the confidence i had in myself or the swagger with which i once entered every room
disappointed,at any rate shes dead
disappointed,today is a sad day for the one who lost their mother disappointedface
disappointed,god nnow i know why they are all black
disappointed,mixed emotion right now rough day toxic duty and ton of masteral requirement frowningface
disappointed,omg so sorry
disappointed,i never told my boyfriend or his parent and i do remember feeling embarrassed and maybe even a little ashamed
disappointed,i think i caught flu while i wa at the concert and although it wa week ago today im still feeling pretty crappy so thanks d fan a href http farm
disappointed,i got home from an extraordinarily long day of report writing and just felt completely and utterly rubbish you know those day when you just feel so drained firstworldproblems if ever i heard it
disappointed,since it brownout here today im gon na read this frowningface frowningface frowningface
disappointed,didnt have to come for me like that
disappointed,im trying
disappointed,i wan na be pretty too
disappointed,thank you for being there when i needed him the most smilingfacewithsmilingeyes confusedface disappointedface smilingfacewithsmilingeyes smilingfacewithsmilingeyes
disappointed,i have but in different capacity but i would think some thing would be a little obvious and i feel like a needy person when i constantly need to point it out
disappointed,i am trying so very hard but it feel like it is all in vain
disappointed,i never ever have to feel alone
disappointed,just going to tweet yous every day until i get my refund day now since i chose to cancel my holiday and nothing shocking
disappointed,i wa doing it s like a feeling i m suffering from serious memory loss
disappointed,i let myself feel the aching i have for my family
disappointed,i love u b disappointedface seenoevilmonkey redheart
disappointed,i kinda feel terribly listless trying to finish my suibi
disappointed,i ve paid that rubbish frowningface
disappointed,i hate it you know i can feel but when you love you know it not real now im resigned to this wicked fucking world on it way to hell the living are dead and i hope to join them too i know what to do and i do it well
disappointed,i am glad i never said most of them out loud because im sure a lot of feeling would have gotten hurt but i know that every once in a while i let some of that slip out
disappointed,ask denise she said you called me a dog frowningface
disappointed,they were out disappointedface
disappointed,dude disappointedface
disappointed,im feeling a little bit sentimental and looking back at my personal history
disappointed,i feel like soliere forever doomed to mediocrity cursed with the ability to see genius and never be it
disappointed,just want chip and irish curry from the chip shop
disappointed,i didnt used to feel so defective when younger yet i did sometimes
disappointed,i am feeling humiliated and defeated so why not just compound that
disappointed,pfft kiss after being insulted with a bath nthat woman gots to be kidding
disappointed,i got nominated by people to do the pushup challenge disappointedface
disappointed,not me
disappointed,i could tell his feeling were hurt and it had been a tough day
disappointed,i feel so outrageously heartbroken over the loss of that line of support
disappointed,womandancing womandancing i miss school frowningface
disappointed,what a nasty piece of work nconor burn resigns a minister after trying to intimidate person in money row
disappointed,i know man im not ready fr
disappointed,nuffin frowningface i overheat in hot weather we can cool our regular car before we get back to it but this is a c
disappointed,i feel somewhat lousy
disappointed,same here disappointedface
disappointed,oh hun disappointedface ni m so sorry for the loss you ve endured keep plodding on one day at a time and shout
disappointed,i feel like we ve lost that spark of fun that passion that we ve once had for one another at time i don t even know what to talk to him about whereas before we talked non stop
disappointed,so sad to see
disappointed,i need some hug and kiss from my girlfriend rn disappointedface
disappointed,got our ticket for donington wsbk in july but being realistic it s probably not going to happen
disappointed,i trust the good feeling wont just blow up into something horrible again
disappointed,i feel so sorry for those who would think that about u
disappointed,i had the full away kit when it wa released and it got pinched while on induction day at secondary school it still hurt
disappointed,i look in the mirror i believe all my flaw mistake failing and fault are who i am and it make me feel ugly and worthless
disappointed,i hate going around feeling defective
disappointed,and i am not joking upsidedownface disappointedface confusedface
disappointed,i doubt you would ever say i just feel that god is entrapping me to leave for acapoulco with a fake id and my company s retirement fund in small unmarked bill
disappointed,im bored and nobody want to imessage me or even link frowningface frowningface
disappointed,i want to feel numb again to stop feeling all the pain that i have right now
disappointed,i m so devistated tony ferguson lost ngl frowningface
disappointed,im so sorry but it over now the pain is gone im puttin on my shade to cover up my eye
disappointed,i still feel very isolated
disappointed,ive never once felt like ive missed out on thing back home i feel like many of my friend have missed out on living a life of travel and adventure
disappointed,damn i miss brunchh
disappointed,why ha wtci changed the saturday evening britcom lineup ill have to switch to dvd for my full hour of waiting for god fail
disappointed,truly a sad day
disappointed,lmao i got dressed for nun
disappointed,damn little richard too disappointedface
disappointed,no way ugh so sad disappointedface
disappointed,who is the somebody
disappointed,i know but im feeling rather sorry for myself today
disappointed,i miss this day disappointedface
disappointed,i want to respond to my control with reckless abandon that will leave me feeling shamed
disappointed,i am fr working on mother day frowningface wtf
disappointed,i have my moment of sadness where i feel useless and hated so it sometimes reflects
disappointed,i am embarrassed about this a much a i feel shamed that there must be something fundamentally wrong about me that i have always been the afterthought in my family
disappointed,ive avoided thinking about it because i feel hurt just thinking it
disappointed,i feel stressed out ti a friday night and i want it to be good and i want it to be a good night i faackin want it to be a good good night but i got ta feeling woo hoo that tonight s not gon na be a good night that tonight s not gon na be a good night that tonight s not gon na be a good good night
disappointed,i never feel so hopeless and useless a this in my entire life
disappointed,i miss not feeling guilt over so much stuff because i reacted in a terrible way or said no to my kid just for the sake of saying no
disappointed,i feel lousy for chiding her whenever she get the answer wrong despite repeated lesson and reminder
disappointed,i see his handsome face and weirdly i feel like maybe i missed a real love in my life
disappointed,i feel pretty broke anyways
disappointed,i miss my kid brokenheart frowningface
disappointed,truly sorry it all so sad disappointedface but i fight for the light carry on his best in you stay well brokenheart foldedhands
disappointed,danng not even with me disappointedface
disappointed,my head is pounding
disappointed,where disappointedface
disappointed,yes or yes lt
disappointed,tsunami indeed sadly not a lot frowningface it great so much is being offered but id also make a plea that th
disappointed,i feel so stressed about upcoming visit and gathering
disappointed,alaba intl intl market this morning n
